Part 135 Certificate Holder Name,Certificate Designator,CFR,FAA Certificate Holding District Office,Registration Number,Serial Number,Aircraft Make/Model/Series,Manufacturer
"SOIN INTERNATIONAL, LLC",5SNA,135,GL05 - Cincinnati (CVG),N501N,103,DASSAULT-FALCON-2000EX EASY,Dassault
"Solutions Air Charter, LLC",11SA,135,GL11 - Indianapolis (IND),N18KS,750-0111,CE-750,Cessna
"Solutions Air Charter, LLC",11SA,135,GL11 - Indianapolis (IND),N884B,560-5140,CE-560-560XL,Cessna
"Solutions Air Charter, LLC",11SA,135,GL11 - Indianapolis (IND),N80X,560-5054,CE-560-560XL,Cessna
"Solutions Air Charter, LLC",11SA,135,GL11 - Indianapolis (IND),N24PH,560-5571,CE-560-560XL,Cessna
"Solutions Air Charter, LLC",11SA,135,GL11 - Indianapolis (IND),N17ED,560-5357,CE-560-560XL,Cessna
"Solutions Air Charter, LLC",11SA,135,GL11 - Indianapolis (IND),N550HJ,550-1117,CE-550-B,Cessna
"Solutions Air Charter, LLC",11SA,135,GL11 - Indianapolis (IND),N469DE,550-0883,CE-550-B,Cessna
SOMERSET AIR SERVICE INC,CECA,135,EA05 - Allentown (ABE),N44GA,414A0036,CE-414-A,Cessna
Soulbird LLC,5OKA,135,SW15 - Oklahoma City (OKC),N709CB,525C0186,CE-525-525C,Cessna
Soulbird LLC,5OKA,135,SW15 - Oklahoma City (OKC),N405KL,525C0291,CE-525-525C,Cessna
Soulbird LLC,5OKA,135,SW15 - Oklahoma City (OKC),N888RK,525C0183,CE-525-525C,Cessna
Soulbird LLC,5OKA,135,SW15 - Oklahoma City (OKC),N88QC,525C0004,CE-525-525C,Cessna
Soulbird LLC,5OKA,135,SW15 - Oklahoma City (OKC),N259CA,680-0505,CE-680-680,Cessna
Soulbird LLC,5OKA,135,SW15 - Oklahoma City (OKC),N825MT,525-0825,CE-525-525,Cessna
"Sourdough Air Service, Inc.",SQDA,135,AL01 - Fairbanks (FAI),N93769,18503241,CE-185-A185F,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N208G,208B0940,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N208TR,208B-1151,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N29AN,208B-0753,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N327WL,208B-0547,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N458PT,208B-1073,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N588PS,208B-0588,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N795J,208B-5550,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N97XX,208B-5577,CE-208-B,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N42MG,402C-0320,CE-402-C,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N165SA,404-0622,CE-404-404,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N5388J,404-0666,CE-404-404,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N54ZP,404-0694,CE-404-404,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N809RQ,404-0809,CE-404-404,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N920RC,404-0092,CE-404-404,Cessna
"South Aero, Inc.",GNBA,135,SW01 - Albuquerque (ABQ),N108AN,208B-0975,CE-208-B,Cessna
South Side Corporation,FF5A,135,AL03 - Anchorage  (ANC),N4821U,205-0521,CE-210-5A(205A),Cessna
"Southeast Aerial, LLC",4S5C,135,AL05 - Juneau (JNU),N51AK,U20603785,CE-206-U206G,Cessna
"Southeastern Ohio Air Service, Inc.",DXGA,135,GL07 - Columbus (CMH),N510CN,550-1124,CE-550-550,Cessna
"Southeastern Ohio Air Service, Inc.",DXGA,135,GL07 - Columbus (CMH),N127ZA,550-1032,CE-550-550,Cessna
"Southeastern Ohio Air Service, Inc.",DXGA,135,GL07 - Columbus (CMH),N626TM,525-0307,CE-525-525,Cessna
"Southeastern Ohio Air Service, Inc.",DXGA,135,GL07 - Columbus (CMH),N127MJ,525-0266,CE-525-525,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N852MA,208B5081,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N847MA,208B5075,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N856MA,208B5084,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N840MA,208B2423,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N857MA,208B2422,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N859MA,208B2424,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N865MA,208B0996,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N881SA,208B5178,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N839MA,208B2392,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N835MA,208B2335,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N932SP,208B5177,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N937CK,208B1118,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N957SP,208B5165,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N958SP,208B5132,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N208EE,208B1213,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N208PK,208B1143,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N2150,208B5054,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N31SA,208B1210,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N4118K,208B1283,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N522SA,208B5819,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N208BK,208B1190,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N535SA,208B5820,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N539SA,208B5822,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N549PN,208B5049,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N576SA,208B5824,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N592SA,208B2066,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N599MB,208B5547,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N731LC,208B1137,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N732LC,208B1149,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N750Z,208B1054,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N803F,208B1112,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N808MA,208B2427,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N823MA,208B5470,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N1983X,208B1013,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N825MA,208B5065,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N807JA,20800075,CE-208-208,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N9481F,20800070,CE-208-208,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N9642F,20800110,CE-208-208,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N1154F,208B1065,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N1258B,208B1258,CE-208-B,Cessna
"SOUTHERN AIRWAYS EXPRESS, LLC",141A,135,EA13 - Harrisburg (HAR),N129CG,208B1290,CE-208-B,Cessna
"SOUTHERN SEAPLANE, INC.",SSCA,135,SW03 - Baton Rouge (BTR),N2272X,U20601556,CE-206-U206E,Cessna
"SOUTHERN SEAPLANE, INC.",SSCA,135,SW03 - Baton Rouge (BTR),N61919,18504274,CE-185-A185F,Cessna
"SOUTHERN SEAPLANE, INC.",SSCA,135,SW03 - Baton Rouge (BTR),N70822,U20602099,CE-206-U206F,Cessna
"SOUTHERN SEAPLANE, INC.",SSCA,135,SW03 - Baton Rouge (BTR),N1574P,21061258,CE-210-L,Cessna
"SOUTHERN SEAPLANE, INC.",SSCA,135,SW03 - Baton Rouge (BTR),N61301,18504144,CE-185-A185F,Cessna
"SOUTHERN SEAPLANE, INC.",SSCA,135,SW03 - Baton Rouge (BTR),N522SS,18504388,CE-185-A185F,Cessna
"Southern Sky Aviation Charters, LLC.",365A,135,SO09 - Alabama & NW Florida (BHM),N826AC,0242,CE-500-560,Cessna
"Southern Sky Aviation Charters, LLC.",365A,135,SO09 - Alabama & NW Florida (BHM),N560MU,560XL-5565,CE-560-560XLS,Cessna
"Southern Sky Aviation Charters, LLC.",365A,135,SO09 - Alabama & NW Florida (BHM),N611MR,560XL-5514,CE-560-560XLS,Cessna
SOUTHERN WINGS AVIATION LLC,SW2A,135,SO19 - Miami (MIA FSDO),N580EX,208B5580,CE-208-B,Cessna
SOUTHERNMOST SEAPLANE SERVICE LLC,6ESA,135,SO19 - Miami (MIA FSDO),N2139G,51439,CE-182-A,Cessna
Southwest Aircraft Charter L C,B2LA,135,WP07 - Scottsdale (SDL),N395BC,45-0258,LR-45-45,Bombardier (Learjet)
Southwest Aircraft Charter L C,B2LA,135,WP07 - Scottsdale (SDL),N247MX,45-452,LR-45-45,Bombardier (Learjet)
"SP Aviation, Inc.",SPOA,135,WP27 - Oakland (OAK),N5481T,5481,CL600 2B16-604,Bombardier
Special Services Corporation,Z3SA,135,SO13 - West Columbia (CAE),N4TL,560-0587,CE-500-560,Cessna
Special Services Corporation,Z3SA,135,SO13 - West Columbia (CAE),N905LC,560-0334,CE-500-560,Cessna
Special Services Corporation,Z3SA,135,SO13 - West Columbia (CAE),N577PS,560-5581,CE-560-560XLS,Cessna
Special Services Corporation,Z3SA,135,SO13 - West Columbia (CAE),N640AK,560-6258,CE-560-560XLS+,Cessna
SpectaculAir LLC,9S5A,135,EA61 - Boston (BOS),N42AA,402C0238,CE-402-C,Cessna
SpectaculAir LLC,9S5A,135,EA61 - Boston (BOS),N406BK,402C-0807,CE-402-C,Cessna
SpectaculAir LLC,9S5A,135,EA61 - Boston (BOS),N404NS,402C0421,CE-402-C,Cessna
"Speed Aviation, Inc.",EE0A,135,SO09 - Alabama & NW Florida (BHM),N631KA,210,LR-31-A,Bombardier (Learjet)
"Speed Aviation, Inc.",EE0A,135,SO09 - Alabama & NW Florida (BHM),N1932K,99,LR-31-A,Bombardier (Learjet)
"SpeedJets, LLC",XPTA,135,SO19 - Miami (MIA FSDO),N708SP,45-014,LR-45-45,Bombardier (Learjet)
"Spence, Joseph H.",SHCA,135,NM11 - Boise (BOI ),N35868,U20602107,CE-206-U206F,Cessna
SPERNAK AIRWAYS INC,ERGA,135,AL03 - Anchorage  (ANC),N64317,172-65165,CE-172-M,Cessna
SPERNAK AIRWAYS INC,ERGA,135,AL03 - Anchorage  (ANC),N7392U,207-00435,CE-207-A,Cessna
SPERNAK AIRWAYS INC,ERGA,135,AL03 - Anchorage  (ANC),N73047,207-00556,CE-207-A,Cessna
SPERNAK AIRWAYS INC,ERGA,135,AL03 - Anchorage  (ANC),N6492H,20700544,CE-207-A,Cessna
SPERNAK AIRWAYS INC,ERGA,135,AL03 - Anchorage  (ANC),N1570U,20700170,CE-207-207,Cessna
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N314RC,5388,CL-600-2B16 (CL-604),Bombardier
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N101KF,5564,CL-600-2B16 (CL-604),Bombardier
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N431JD,HA-0117,HAWKER-900XP-900XP,Hawker
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N176US,HA-0029,HAWKER-900XP,Hawker
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N334US,258980,HAWKER-850XP,Hawker
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N350LY,20820,BD-100-1A10,Bombardier
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N314CG,258781,HAWKER-850XP,Hawker
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N305LX,5752,CL600 2B16-605,Bombardier
"SpiritJets, LLC.",3SRA,135,CE03 - St. Louis (STL),N209HP,HB-26,HAWKER-750-750,Hawker
"Spring City Jet, Inc",AZOA,135,GL13 - Milwaukee (MKE),N127RG,550-917,CE-550-550,Cessna
"Spring City Jet, Inc",AZOA,135,GL13 - Milwaukee (MKE),N711KT,550-851,CE-550-550,Cessna
"Spring City Jet, Inc",AZOA,135,GL13 - Milwaukee (MKE),N88AJ,550-885,CE-550-550,Cessna
"Spring City Jet, Inc",AZOA,135,GL13 - Milwaukee (MKE),N632TX,560-5358,CE-560-560XL,Cessna
"Spring City Jet, Inc",AZOA,135,GL13 - Milwaukee (MKE),N789XJ,750-0289,CE-750-750,Cessna
"Springfield Aircraft Charter and Sales, Inc.",ISPA,135,CE05 - Kansas City (MCI),N11CP,560-5245,CE-560-560XL,Cessna
St Charles Flying Service Inc.,DFJA,135,CE03 - St. Louis (STL),N310CK,310R-1889,CE-310-R,Cessna
Star Charters LLC,3D3C,135,AL01 - Fairbanks (FAI),N73036,2070555,CE-207-A,Cessna
"Starflite Management Group, Inc.",T8VA,135,SW09 - Houston (HOU),N651SF,650-0063,CE-650-650,Cessna
"Starflite Management Group, Inc.",T8VA,135,SW09 - Houston (HOU),N650SF,650-0034,CE-650-650,Cessna
"Starflite Management Group, Inc.",T8VA,135,SW09 - Houston (HOU),N345FM,151,LR-45-45,Bombardier (Learjet)
"Starjet, Inc.",J8GA,135,WP23 - Los Angeles (LAX),N888LJ,216,LR-60-60,Bombardier (Learjet)
"Stark Airways, LLC",ISYA,135,GL25 - Cleveland (CLE),N161MD,161,DASSAULT-FALCON-2000EX EASY,Dassault
"Stark Airways, LLC",ISYA,135,GL25 - Cleveland (CLE),N680SF,68,DASSAULT-FALCON-2000,Dassault
"Stark Airways, LLC",ISYA,135,GL25 - Cleveland (CLE),N190SA,190,DASSAULT-FALCON-2000,Dassault
"Stark Airways, LLC",ISYA,135,GL25 - Cleveland (CLE),N5379F,203,DASSAULT-FALCON-2000,Dassault
"Stark Airways, LLC",ISYA,135,GL25 - Cleveland (CLE),N623HD,35,DASSAULT-FALCON-2000,Dassault
STEBBINS AVIATION INC,SBBA,135,GL23 - Detroit  (DTW),N510KZ,510-0251,CE-510-510,Cessna
"Steller Air Service, LLC",E8DC,135,AL05 - Juneau (JNU),N6447X,U20605892,CE-206-TU206G,Cessna
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N3278,001,DASSAULT-FALCON-2000EX,Dassault
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N16XY,016,DASSAULT-FALCON-2000EX,Dassault
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N666CT,5007,CL600 2B16-6013A,Bombardier
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N716S,560-0473,CE-560-ULTRA,Cessna
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N265CM,560-0521,CE-560-ULTRA,Cessna
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N25LZ,525-A-0177,CE-525-525A,Cessna
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N933EY,9731,BD-700-1A10,Bombardier
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N782BJ,20164,BD-100-1A10,Bombardier
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N301ML,HA-0094,HAWKER-900XP-900XP,Hawker
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N900LC,186,DASSAULT-FALCON-900C,Dassault
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N454AJ,164,DASSAULT-FALCON-900B,Dassault
"Sterling Aviation, LLC",DBCA,135,GL13 - Milwaukee (MKE),N8889,112,DASSAULT-FALCON-7X,Dassault
"Stewart, Daryl G.",YSDA,135,SW09 - Houston (HOU),N541XP,258541,HAWKER-800XP-800XP,Hawker
"Stewart, Daryl G.",YSDA,135,SW09 - Houston (HOU),N5734,258304,BEECH-HAWKER-800XP,Hawker
Suburban Air Express Inc.,XS8A,135,CE09 - Lincoln (LNK),N7MZ,501-0217,CE-501-501,Cessna
Suburban Air Express Inc.,XS8A,135,CE09 - Lincoln (LNK),N501MZ,501-0298,CE-501-501,Cessna
"Sun Air Jets, LLC",S6NA,135,WP01 - Van Nuys (VNY),N139MB,5775,CL-600-2B16,Bombardier
"Sun Air Jets, LLC",S6NA,135,WP01 - Van Nuys (VNY),N977AF,750-0125,CE-750,Cessna
"Sun Air Jets, LLC",S6NA,135,WP01 - Van Nuys (VNY),N320GX,9116,BD-700-1A10,Bombardier
"Sun Air Jets, LLC",S6NA,135,WP01 - Van Nuys (VNY),N121SA,9082,BD-700-1A10,Bombardier
SUNDAY AIR TAXI LLC,9DGC,135,AL03 - Anchorage  (ANC),N414ED,18501838,CE-185-E,Cessna
SUNLIGHT AVIATION LLC,JTEC,135,AL03 - Anchorage  (ANC),N52004,18052437,CE-180-J,Cessna
"Sunrise Aviation, Inc",SVVA,135,AL05 - Juneau (JNU),N321JP,18504166,CE-185-A185F,Cessna
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N529DB,9675,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N401VE,9320,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N373VB,9420,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N321VC,9339,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N2AC,9455,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N20SQ,9491,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N1WW,9808,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N1989,9039,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N181MM,9772,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N103SW,9129,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N7707X,016,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N720AB,062,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N630TS,202,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N585BV,147,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N510AN,141,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N501PG,218,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N307LC,023,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N237X,64,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N221HJ,19,DASSAULT-FALCON 7X,Dassault
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N564DX,60124,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N616DC,9296,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N68889,9568,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N717DX,60084,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N900SW,9277,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N944GL,9443,BD-700-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N375WB,9288,BD-700-1A11,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N802BC,9644,BD-700-1A11,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N989JR,9862,BD-700-1A11,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N211JB,20353,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N21381,20774,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N228L,20194,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N92581,21031,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N717JJ,20152,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N590CV,20857,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N394B,20394,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N313DS,20183,BD-100-1A10,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N121RS,70042,BD-700-2A12,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N80J,HA-0156,HAWKER-900XP,Hawker
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N235DX,70151,BD-700-2A12,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N41127,70204,BD-700-2A12,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N48EN,70060,BD-700-2A12,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N750PB,70150,BD-700-2A12,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N88L,70156,BD-700-2A12,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N562CL,560-0768,CE-500-560,Cessna
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N202AB,560-6364,CE-560-560XLS+,Cessna
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N512AB,560-6142,CE-560-560XLS+,Cessna
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N712AB,560-6297,CE-560-560XLS+,Cessna
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N681HS,680-0287,CE-680-680,Cessna
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N267DW,5852,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N283DM,6102,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N372G,5867,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N562RT,6115,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N579DK,6120,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N605DS,5760,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N605JM,5935,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N605MM,5769,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N605TK,5854,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N711AE,6154,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N814PS,5544,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N913TK,5729,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N926EC,5832,CL-600-2B16 (CL-604),Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N135SM,5444,CL-604-604,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N575AG,5610,CL-604-604,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N603L,5655,CL-604-604,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N604PW,5638,CL-604-604,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N851GK,5643,CL-604-604,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N926SS,5436,CL-604-604,Bombardier
Sunset Aviation LLC,7SSA,135,WP27 - Oakland (OAK),N780SP,093,DASSAULT-FALCON-900B,Dassault
